Shop,City,Street,Item,DateTime,Price
Playtech,London,Laisves,Tuna - Yellowfin,2020-04-23T21:45:38Z,"€78,87"
Playtech,New York,Freedom,"Quail - Eggs, Fresh",2020-04-07T21:14:07Z,"€95,20"
Lidl,New York,Freedom,Lettuce Romaine Chopped,2020-04-09T15:52:52Z,"€48,50"
Ebay,London,Laisves,The Pop Shoppe - Grape,2020-04-16T20:16:12Z,"€29,64"
Wallmart,New York,George's,"Tabasco Sauce, 2 Oz",2020-04-13T08:41:12Z,"€8,53"
Playtech,Brussels,Freedom,Dome Lid Clear P92008h,2020-04-23T06:02:55Z,"€72,78"
Ebay,New York,George's,Cookies - Assorted,2020-04-16T07:29:37Z,"€15,84"
Lidl,New York,Laisves,Wine - Alicanca Vinho Verde,2020-04-03T20:45:45Z,"€15,05"
Aibe,London,Freedom,Latex Rubber Gloves Size 9,2020-04-11T20:23:06Z,"€78,96"
Lidl,Brussels,Laisves,Buttons,2020-04-07T09:00:10Z,"€31,78"
Wallmart,New York,Freedom,Cheese - Goat,2020-04-19T03:30:51Z,"€21,69"
Aibe,Brussels,Freedom,Creamers - 10%,2020-04-12T22:06:03Z,"€33,80"
Aibe,Brussels,Laisves,Chicken - Whole,2020-04-25T19:22:41Z,"€90,14"
Aibe,London,Laisves,Cleaner - Pine Sol,2020-04-21T12:48:49Z,"€18,25"
Ebay,Brussels,George's,Cheese - Cottage Cheese,2020-04-11T04:52:18Z,"€96,22"
Kwiki Mart,New York,George's,"Wine - White, Gewurtzraminer",2020-04-07T22:12:57Z,"€17,16"
Aibe,Brussels,George's,Energy - Boo - Koo,2020-04-07T01:39:32Z,"€96,29"
Kwiki Mart,New York,Freedom,"Vermouth - Sweet, Cinzano",2020-04-08T22:23:41Z,"€50,76"
Wallmart,Brussels,Laisves,Muffin Batt - Choc Chk,2020-04-05T04:51:14Z,"€43,52"
Lidl,London,Freedom,Muffin Batt - Choc Chk,2020-04-27T08:55:10Z,"€84,84"
Aibe,New York,Freedom,Ice Cream - Chocolate,2020-04-07T10:57:11Z,"€28,86"
Aibe,Brussels,Laisves,"Beets - Candy Cane, Organic",2020-04-27T21:03:38Z,"€63,33"
Wallmart,Brussels,Freedom,"Juice - Pineapple, 48 Oz",2020-04-29T06:33:31Z,"€54,31"
Wallmart,London,George's,"Beef - Tongue, Fresh",2020-04-24T11:01:15Z,"€34,23"
Aibe,Brussels,George's,Bagelers - Cinn / Brown,2020-04-26T03:22:06Z,"€44,41"
Lidl,London,Laisves,Ecolab Digiclean Mild Fm,2020-04-04T14:41:52Z,"€2,20"
Playtech,New York,Laisves,Cookies - Englishbay Oatmeal,2020-04-24T23:24:21Z,"€63,89"
Wallmart,London,George's,"Water, Tap",2020-04-16T11:27:42Z,"€13,26"
Wallmart,New York,Freedom,Tea - Decaf 1 Cup,2020-04-15T22:36:01Z,"€44,19"
Aibe,Brussels,Freedom,Soup Campbells Beef With Veg,2020-04-29T08:21:31Z,"€50,61"
Playtech,New York,Freedom,"Cod - Salted, Boneless",2020-04-02T12:22:41Z,"€41,21"
Playtech,Brussels,Freedom,"Nut - Hazelnut, Whole",2020-04-12T09:28:42Z,"€71,76"
Wallmart,Brussels,George's,Evaporated Milk - Skim,2020-04-08T07:45:12Z,"€67,04"
Wallmart,New York,George's,Mushroom Morel Fresh,2020-04-23T19:44:34Z,"€19,51"
Aibe,New York,Laisves,Milk - Homo,2020-04-12T22:24:05Z,"€79,00"
Wallmart,New York,George's,Durian Fruit,2020-04-05T14:13:59Z,"€99,38"
Lidl,London,Freedom,Ecolab Digiclean Mild Fm,2020-04-10T18:58:16Z,"€39,50"
Ebay,New York,Freedom,"Juice - Orange, Concentrate",2020-04-13T19:09:25Z,"€93,21"
Wallmart,New York,Laisves,"Bread - Rolls, Corn",2020-04-29T22:49:02Z,"€61,20"
Lidl,Brussels,George's,Apple - Custard,2020-04-09T02:40:43Z,"€60,46"
Playtech,New York,Laisves,Eggs - Extra Large,2020-04-12T17:03:25Z,"€35,08"
Wallmart,Brussels,Laisves,Beer - Upper Canada Lager,2020-04-20T06:52:29Z,"€76,94"
Ebay,London,George's,Chervil - Fresh,2020-04-13T16:37:55Z,"€29,50"
Ebay,Brussels,George's,Cookies - Englishbay Wht,2020-04-06T16:05:52Z,"€0,38"
Kwiki Mart,Brussels,George's,Coffee Beans - Chocolate,2020-04-01T03:51:28Z,"€28,16"
Playtech,London,George's,Crackers - Water,2020-04-11T13:01:09Z,"€63,45"
Aibe,Brussels,Freedom,"Water - Mineral, Carbonated",2020-04-19T16:14:17Z,"€15,09"
Aibe,London,George's,Nescafe - Frothy French Vanilla,2020-04-04T03:55:03Z,"€98,94"
Kwiki Mart,London,George's,Wine - Rosso Toscano Igt,2020-04-21T04:26:26Z,"€32,13"
Wallmart,New York,Laisves,Scallops - Live In Shell,2020-04-23T20:32:05Z,"€44,16"
Wallmart,London,George's,Bagel - Everything Presliced,2020-04-27T20:11:25Z,"€10,11"
Wallmart,Brussels,Laisves,Green Tea Refresher,2020-04-15T13:54:27Z,"€87,52"
Playtech,New York,George's,Table Cloth 81x81 Colour,2020-04-04T08:02:42Z,"€36,73"
Ebay,New York,George's,Beef Ground Medium,2020-04-24T15:59:42Z,"€43,82"
Wallmart,London,George's,"Tortillas - Flour, 12",2020-04-03T05:25:15Z,"€79,90"
Wallmart,Brussels,George's,Molasses - Fancy,2020-04-19T10:54:13Z,"€2,36"
Aibe,Brussels,Freedom,Carbonated Water - Strawberry,2020-04-15T09:59:32Z,"€93,96"
Lidl,New York,George's,Sprite - 355 Ml,2020-04-07T15:45:04Z,"€64,85"
Wallmart,London,Freedom,Milk - Chocolate 250 Ml,2020-04-25T12:23:03Z,"€38,61"
Playtech,Brussels,George's,"Veal - Round, Eye Of",2020-04-02T06:24:56Z,"€78,86"
Wallmart,New York,Freedom,Shrimp - 100 / 200 Cold Water,2020-04-24T12:12:02Z,"€73,09"
Playtech,London,George's,Nougat - Paste / Cream,2020-04-26T23:40:03Z,"€61,60"
Kwiki Mart,London,Laisves,Muffin Orange Individual,2020-04-19T23:44:09Z,"€42,31"
Aibe,New York,George's,Cake - Dulce De Leche,2020-04-09T08:47:44Z,"€12,72"
Wallmart,London,George's,"Pepper - Chipotle, Canned",2020-04-12T14:47:34Z,"€57,65"
Lidl,London,George's,Veal - Striploin,2020-04-16T16:44:52Z,"€97,27"
Wallmart,Brussels,Laisves,Blueberries - Frozen,2020-04-18T09:25:02Z,"€42,99"
Kwiki Mart,New York,Laisves,"Coconut - Shredded, Unsweet",2020-04-18T22:18:16Z,"€74,20"
Kwiki Mart,New York,Freedom,"Rice Pilaf, Dry,package",2020-04-29T23:54:16Z,"€16,92"
Wallmart,New York,George's,Sauce - Demi Glace,2020-04-19T09:40:33Z,"€64,15"
Lidl,Brussels,Laisves,Corn Kernels - Frozen,2020-04-14T00:18:35Z,"€66,98"
Playtech,Brussels,George's,"Beets - Candy Cane, Organic",2020-04-29T19:43:02Z,"€21,82"
Ebay,London,George's,"Veal - Inside, Choice",2020-04-10T12:10:06Z,"€10,65"
Playtech,Brussels,George's,Creme De Menth - White,2020-04-13T09:20:05Z,"€7,41"
Aibe,London,Freedom,Soup - Campbells Asian Noodle,2020-04-24T10:08:01Z,"€44,11"
Aibe,London,Laisves,Peach - Fresh,2020-04-19T15:28:20Z,"€99,97"
Playtech,London,Laisves,Jolt Cola,2020-04-24T02:04:16Z,"€8,68"
Lidl,London,Freedom,Jicama,2020-04-26T18:48:26Z,"€32,29"
Aibe,Brussels,Laisves,Beef Cheek Fresh,2020-04-07T23:28:14Z,"€52,37"
Ebay,London,George's,"Bread - Bagels, Mini",2020-04-27T05:05:46Z,"€13,00"
Aibe,New York,Laisves,Squid - Tubes / Tenticles 10/20,2020-04-09T13:38:01Z,"€56,49"
Lidl,Brussels,George's,Cake - Cake Sheet Macaroon,2020-04-25T06:42:36Z,"€81,63"
Kwiki Mart,Brussels,Laisves,Black Currants,2020-04-01T07:53:56Z,"€62,22"
Playtech,New York,George's,Chocolate - Liqueur Cups With Foil,2020-04-04T22:19:36Z,"€43,21"
Wallmart,New York,Freedom,Cheese - Goat With Herbs,2020-04-10T20:18:21Z,"€38,14"
Kwiki Mart,Brussels,Laisves,Kellogs Special K Cereal,2020-04-14T03:02:52Z,"€85,00"
Wallmart,London,Laisves,"Wine - Magnotta - Red, Baco",2020-04-22T06:52:09Z,"€63,17"
Ebay,London,George's,"Cake Circle, Paprus",2020-04-26T01:43:45Z,"€42,37"
Playtech,London,Laisves,Tart - Lemon,2020-04-20T00:02:21Z,"€86,43"
Kwiki Mart,London,George's,Wine - Alicanca Vinho Verde,2020-04-29T17:59:40Z,"€98,31"
Wallmart,Brussels,George's,Pail For Lid 1537,2020-04-23T05:21:39Z,"€48,63"
Ebay,London,Freedom,"Iced Tea - Lemon, 340ml",2020-04-25T02:17:15Z,"€50,59"
Kwiki Mart,London,Laisves,Beer - Sleemans Honey Brown,2020-04-17T10:40:26Z,"€86,25"
Playtech,Brussels,Freedom,"Nut - Walnut, Chopped",2020-04-13T08:34:43Z,"€2,70"
Aibe,New York,Laisves,Crackers Cheez It,2020-04-04T15:57:02Z,"€32,72"
Playtech,New York,George's,Veal - Striploin,2020-04-15T16:52:37Z,"€82,93"
Kwiki Mart,Brussels,George's,Oil - Hazelnut,2020-04-02T14:40:34Z,"€46,78"
Lidl,New York,Freedom,Flower - Commercial Spider,2020-04-03T20:18:19Z,"€16,74"
Kwiki Mart,Brussels,Laisves,Tomato Paste,2020-04-17T18:25:18Z,"€84,20"
Wallmart,New York,Laisves,Marjoram - Fresh,2020-04-03T02:58:02Z,"€70,88"
Kwiki Mart,Brussels,Laisves,Parsley - Dried,2020-04-18T12:15:36Z,"€23,92"
Aibe,London,Laisves,"Wine - Red, Colio Cabernet",2020-04-12T02:05:03Z,"€29,08"
Lidl,Brussels,Laisves,Coffee - Egg Nog Capuccino,2020-04-11T00:17:53Z,"€67,60"
Playtech,New York,Freedom,Curry Powder,2020-04-23T00:21:20Z,"€89,79"
Lidl,Brussels,George's,Bouillion - Fish,2020-04-03T17:35:31Z,"€60,01"
Wallmart,London,George's,"Capon - Breast, Double, Wing On",2020-04-18T17:06:45Z,"€93,12"
Kwiki Mart,Brussels,George's,Raspberries - Fresh,2020-04-05T19:06:20Z,"€55,08"
Ebay,New York,George's,Ginsing - Fresh,2020-04-05T16:01:31Z,"€90,78"
Lidl,Brussels,Laisves,"Wine - Red, Lurton Merlot De",2020-04-22T01:05:11Z,"€48,01"
Playtech,Brussels,Laisves,Clams - Canned,2020-04-20T05:39:45Z,"€1,04"
Aibe,Brussels,Laisves,Cheese - Mozzarella,2020-04-13T22:03:01Z,"€10,41"
Kwiki Mart,New York,Freedom,Cheese - Goat,2020-04-10T11:09:04Z,"€75,20"
Kwiki Mart,Brussels,George's,Mussels - Cultivated,2020-04-12T14:25:53Z,"€91,20"
Kwiki Mart,London,Freedom,Chocolate Liqueur - Godet White,2020-04-15T22:53:32Z,"€23,57"
Wallmart,New York,Laisves,Beer - Labatt Blue,2020-04-04T02:19:17Z,"€2,88"
Lidl,Brussels,George's,Beans - French,2020-04-26T23:01:34Z,"€77,66"
Ebay,New York,George's,Langers - Ruby Red Grapfruit,2020-04-18T01:21:23Z,"€27,09"
Kwiki Mart,Brussels,Laisves,Island Oasis - Mango Daiquiri,2020-04-13T00:25:59Z,"€55,54"
Playtech,London,George's,Fireball Whisky,2020-04-24T20:11:05Z,"€91,82"
Lidl,Brussels,Laisves,Shark - Loin,2020-04-19T15:40:29Z,"€68,97"
Lidl,Brussels,Freedom,Jicama,2020-04-04T00:05:32Z,"€71,05"
Aibe,Brussels,Freedom,Steam Pan Full Lid,2020-04-03T01:51:09Z,"€55,86"
Wallmart,New York,Freedom,Heavy Duty Dust Pan,2020-04-18T00:10:13Z,"€72,10"
Aibe,London,Freedom,"Veal - Tenderloin, Untrimmed",2020-04-18T01:16:50Z,"€22,32"
Lidl,London,Freedom,Vanilla Beans,2020-04-27T12:22:55Z,"€31,18"
Lidl,Brussels,Laisves,Maintenance Removal Charge,2020-04-22T08:21:24Z,"€65,73"
Wallmart,New York,Laisves,Wine - Pinot Noir Pond Haddock,2020-04-04T17:10:45Z,"€49,61"
Ebay,London,George's,Cookies - Englishbay Chochip,2020-04-02T00:19:50Z,"€80,19"
Kwiki Mart,London,Laisves,Yams,2020-04-27T23:38:19Z,"€70,35"
Wallmart,Brussels,George's,"Yogurt - Strawberry, 175 Gr",2020-04-22T23:37:44Z,"€83,25"
Aibe,New York,George's,Tomatoes - Hot House,2020-04-11T05:56:53Z,"€13,83"
Aibe,New York,George's,Calypso - Pineapple Passion,2020-04-24T01:30:17Z,"€67,08"
Lidl,New York,George's,Soup - Campbells Mac N Cheese,2020-04-27T00:04:27Z,"€13,30"
